accessionNumber,cik10,company_name,download_url,filingDate,primaryDocument,saved_path,ticker
0000051253-23-000019,0000051253,INTERNATIONAL FLAVORS & FRAGRANCES INC,https://www.sec.gov/Archives/edgar/data/51253/000005125323000019/iff-20230331.htm,2023-05-10,iff-20230331.htm,sec_10q\IFF\INTERNATIONAL FLAVORS & FRAGRANCES INC\2023_10-Q_2023-05-10_0000051253-23-000019.htm,IFF
0000051253-22-000030,0000051253,INTERNATIONAL FLAVORS & FRAGRANCES INC,https://www.sec.gov/Archives/edgar/data/51253/000005125322000030/iff-20220930.htm,2022-11-07,iff-20220930.htm,sec_10q\IFF\INTERNATIONAL FLAVORS & FRAGRANCES INC\2022_10-Q_2022-11-07_0000051253-22-000030.htm,IFF
0000051253-22-000024,0000051253,INTERNATIONAL FLAVORS & FRAGRANCES INC,https://www.sec.gov/Archives/edgar/data/51253/000005125322000024/iff-20220630.htm,2022-08-08,iff-20220630.htm,sec_10q\IFF\INTERNATIONAL FLAVORS & FRAGRANCES INC\2022_10-Q_2022-08-08_0000051253-22-000024.htm,IFF
0000051253-22-000013,0000051253,INTERNATIONAL FLAVORS & FRAGRANCES INC,https://www.sec.gov/Archives/edgar/data/51253/000005125322000013/iff-20220331.htm,2022-05-09,iff-20220331.htm,sec_10q\IFF\INTERNATIONAL FLAVORS & FRAGRANCES INC\2022_10-Q_2022-05-09_0000051253-22-000013.htm,IFF
0000050863-25-000179,0000050863,INTEL CORP,https://www.sec.gov/Archives/edgar/data/50863/000005086325000179/intc-20250927.htm,2025-11-06,intc-20250927.htm,sec_10q\INTC\INTEL CORP\2025_10-Q_2025-11-06_0000050863-25-000179.htm,INTC
0000050863-25-000109,0000050863,INTEL CORP,https://www.sec.gov/Archives/edgar/data/50863/000005086325000109/intc-20250628.htm,2025-07-24,intc-20250628.htm,sec_10q\INTC\INTEL CORP\2025_10-Q_2025-07-24_0000050863-25-000109.htm,INTC
0000050863-25-000074,0000050863,INTEL CORP,https://www.sec.gov/Archives/edgar/data/50863/000005086325000074/intc-20250329.htm,2025-04-25,intc-20250329.htm,sec_10q\INTC\INTEL CORP\2025_10-Q_2025-04-25_0000050863-25-000074.htm,INTC
0000050863-24-000149,0000050863,INTEL CORP,https://www.sec.gov/Archives/edgar/data/50863/000005086324000149/intc-20240928.htm,2024-11-01,intc-20240928.htm,sec_10q\INTC\INTEL CORP\2024_10-Q_2024-11-01_0000050863-24-000149.htm,INTC
0000050863-24-000124,0000050863,INTEL CORP,https://www.sec.gov/Archives/edgar/data/50863/000005086324000124/intc-20240629.htm,2024-08-02,intc-20240629.htm,sec_10q\INTC\INTEL CORP\2024_10-Q_2024-08-02_0000050863-24-000124.htm,INTC
0000050863-24-000076,0000050863,INTEL CORP,https://www.sec.gov/Archives/edgar/data/50863/000005086324000076/intc-20240330.htm,2024-04-26,intc-20240330.htm,sec_10q\INTC\INTEL CORP\2024_10-Q_2024-04-26_0000050863-24-000076.htm,INTC
0000050863-23-000103,0000050863,INTEL CORP,https://www.sec.gov/Archives/edgar/data/50863/000005086323000103/intc-20230930.htm,2023-10-27,intc-20230930.htm,sec_10q\INTC\INTEL CORP\2023_10-Q_2023-10-27_0000050863-23-000103.htm,INTC
0000050863-23-000069,0000050863,INTEL CORP,https://www.sec.gov/Archives/edgar/data/50863/000005086323000069/intc-20230701.htm,2023-07-28,intc-20230701.htm,sec_10q\INTC\INTEL CORP\2023_10-Q_2023-07-28_0000050863-23-000069.htm,INTC
0000050863-23-000028,0000050863,INTEL CORP,https://www.sec.gov/Archives/edgar/data/50863/000005086323000028/intc-20230401.htm,2023-04-28,intc-20230401.htm,sec_10q\INTC\INTEL CORP\2023_10-Q_2023-04-28_0000050863-23-000028.htm,INTC
0000050863-22-000038,0000050863,INTEL CORP,https://www.sec.gov/Archives/edgar/data/50863/000005086322000038/intc-20221001.htm,2022-10-28,intc-20221001.htm,sec_10q\INTC\INTEL CORP\2022_10-Q_2022-10-28_0000050863-22-000038.htm,INTC
0000050863-22-000030,0000050863,INTEL CORP,https://www.sec.gov/Archives/edgar/data/50863/000005086322000030/intc-20220702.htm,2022-07-29,intc-20220702.htm,sec_10q\INTC\INTEL CORP\2022_10-Q_2022-07-29_0000050863-22-000030.htm,INTC
0000050863-22-000020,0000050863,INTEL CORP,https://www.sec.gov/Archives/edgar/data/50863/000005086322000020/intc-20220402.htm,2022-04-29,intc-20220402.htm,sec_10q\INTC\INTEL CORP\2022_10-Q_2022-04-29_0000050863-22-000020.htm,INTC
0000896878-25-000048,0000896878,INTUIT INC.,https://www.sec.gov/Archives/edgar/data/896878/000089687825000048/intu-20251031.htm,2025-11-20,intu-20251031.htm,sec_10q\INTU\INTUIT INC.\2025_10-Q_2025-11-20_0000896878-25-000048.htm,INTU
0000896878-25-000022,0000896878,INTUIT INC.,https://www.sec.gov/Archives/edgar/data/896878/000089687825000022/intu-20250430.htm,2025-05-22,intu-20250430.htm,sec_10q\INTU\INTUIT INC.\2025_10-Q_2025-05-22_0000896878-25-000022.htm,INTU
0000896878-25-000015,0000896878,INTUIT INC.,https://www.sec.gov/Archives/edgar/data/896878/000089687825000015/intu-20250131.htm,2025-02-25,intu-20250131.htm,sec_10q\INTU\INTUIT INC.\2025_10-Q_2025-02-25_0000896878-25-000015.htm,INTU
0000896878-24-000053,0000896878,INTUIT INC.,https://www.sec.gov/Archives/edgar/data/896878/000089687824000053/intu-20241031.htm,2024-11-21,intu-20241031.htm,sec_10q\INTU\INTUIT INC.\2024_10-Q_2024-11-21_0000896878-24-000053.htm,INTU
0000896878-24-000026,0000896878,INTUIT INC.,https://www.sec.gov/Archives/edgar/data/896878/000089687824000026/intu-20240430.htm,2024-05-23,intu-20240430.htm,sec_10q\INTU\INTUIT INC.\2024_10-Q_2024-05-23_0000896878-24-000026.htm,INTU
0000896878-24-000011,0000896878,INTUIT INC.,https://www.sec.gov/Archives/edgar/data/896878/000089687824000011/intu-20240131.htm,2024-02-22,intu-20240131.htm,sec_10q\INTU\INTUIT INC.\2024_10-Q_2024-02-22_0000896878-24-000011.htm,INTU
0000896878-23-000041,0000896878,INTUIT INC.,https://www.sec.gov/Archives/edgar/data/896878/000089687823000041/intu-20231031.htm,2023-11-28,intu-20231031.htm,sec_10q\INTU\INTUIT INC.\2023_10-Q_2023-11-28_0000896878-23-000041.htm,INTU
0000896878-23-000020,0000896878,INTUIT INC.,https://www.sec.gov/Archives/edgar/data/896878/000089687823000020/intu-20230430.htm,2023-05-23,intu-20230430.htm,sec_10q\INTU\INTUIT INC.\2023_10-Q_2023-05-23_0000896878-23-000020.htm,INTU
0000896878-23-000010,0000896878,INTUIT INC.,https://www.sec.gov/Archives/edgar/data/896878/000089687823000010/intu-20230131.htm,2023-02-23,intu-20230131.htm,sec_10q\INTU\INTUIT INC.\2023_10-Q_2023-02-23_0000896878-23-000010.htm,INTU
0000896878-22-000036,0000896878,INTUIT INC.,https://www.sec.gov/Archives/edgar/data/896878/000089687822000036/intu-20221031.htm,2022-11-29,intu-20221031.htm,sec_10q\INTU\INTUIT INC.\2022_10-Q_2022-11-29_0000896878-22-000036.htm,INTU
0000896878-22-000021,0000896878,INTUIT INC.,https://www.sec.gov/Archives/edgar/data/896878/000089687822000021/intu-20220430.htm,2022-05-24,intu-20220430.htm,sec_10q\INTU\INTUIT INC.\2022_10-Q_2022-05-24_0000896878-22-000021.htm,INTU
0000896878-22-000010,0000896878,INTUIT INC.,https://www.sec.gov/Archives/edgar/data/896878/000089687822000010/intu-20220131.htm,2022-03-02,intu-20220131.htm,sec_10q\INTU\INTUIT INC.\2022_10-Q_2022-03-02_0000896878-22-000010.htm,INTU
0001687229-25-000051,0001687229,Invitation Homes Inc.,https://www.sec.gov/Archives/edgar/data/1687229/000168722925000051/invh-20250930.htm,2025-10-30,invh-20250930.htm,sec_10q\INVH\Invitation Homes Inc.\2025_10-Q_2025-10-30_0001687229-25-000051.htm,INVH
0001687229-25-000036,0001687229,Invitation Homes Inc.,https://www.sec.gov/Archives/edgar/data/1687229/000168722925000036/invh-20250630.htm,2025-07-31,invh-20250630.htm,sec_10q\INVH\Invitation Homes Inc.\2025_10-Q_2025-07-31_0001687229-25-000036.htm,INVH
0001687229-25-000019,0001687229,Invitation Homes Inc.,https://www.sec.gov/Archives/edgar/data/1687229/000168722925000019/invh-20250331.htm,2025-05-01,invh-20250331.htm,sec_10q\INVH\Invitation Homes Inc.\2025_10-Q_2025-05-01_0001687229-25-000019.htm,INVH
0001687229-24-000074,0001687229,Invitation Homes Inc.,https://www.sec.gov/Archives/edgar/data/1687229/000168722924000074/invh-20240930.htm,2024-10-31,invh-20240930.htm,sec_10q\INVH\Invitation Homes Inc.\2024_10-Q_2024-10-31_0001687229-24-000074.htm,INVH
0001687229-24-000046,0001687229,Invitation Homes Inc.,https://www.sec.gov/Archives/edgar/data/1687229/000168722924000046/invh-20240630.htm,2024-07-25,invh-20240630.htm,sec_10q\INVH\Invitation Homes Inc.\2024_10-Q_2024-07-25_0001687229-24-000046.htm,INVH
0001687229-24-000028,0001687229,Invitation Homes Inc.,https://www.sec.gov/Archives/edgar/data/1687229/000168722924000028/invh-20240331.htm,2024-05-01,invh-20240331.htm,sec_10q\INVH\Invitation Homes Inc.\2024_10-Q_2024-05-01_0001687229-24-000028.htm,INVH
0001687229-23-000081,0001687229,Invitation Homes Inc.,https://www.sec.gov/Archives/edgar/data/1687229/000168722923000081/invh-20230930.htm,2023-10-26,invh-20230930.htm,sec_10q\INVH\Invitation Homes Inc.\2023_10-Q_2023-10-26_0001687229-23-000081.htm,INVH
0001687229-23-000066,0001687229,Invitation Homes Inc.,https://www.sec.gov/Archives/edgar/data/1687229/000168722923000066/invh-20230630.htm,2023-07-27,invh-20230630.htm,sec_10q\INVH\Invitation Homes Inc.\2023_10-Q_2023-07-27_0001687229-23-000066.htm,INVH
0001687229-23-000047,0001687229,Invitation Homes Inc.,https://www.sec.gov/Archives/edgar/data/1687229/000168722923000047/invh-20230331.htm,2023-05-02,invh-20230331.htm,sec_10q\INVH\Invitation Homes Inc.\2023_10-Q_2023-05-02_0001687229-23-000047.htm,INVH
0001687229-22-000035,0001687229,Invitation Homes Inc.,https://www.sec.gov/Archives/edgar/data/1687229/000168722922000035/invh-20220930.htm,2022-10-27,invh-20220930.htm,sec_10q\INVH\Invitation Homes Inc.\2022_10-Q_2022-10-27_0001687229-22-000035.htm,INVH
0001687229-22-000026,0001687229,Invitation Homes Inc.,https://www.sec.gov/Archives/edgar/data/1687229/000168722922000026/invh-20220630.htm,2022-07-28,invh-20220630.htm,sec_10q\INVH\Invitation Homes Inc.\2022_10-Q_2022-07-28_0001687229-22-000026.htm,INVH
0001687229-22-000010,0001687229,Invitation Homes Inc.,https://www.sec.gov/Archives/edgar/data/1687229/000168722922000010/invh-20220331.htm,2022-04-28,invh-20220331.htm,sec_10q\INVH\Invitation Homes Inc.\2022_10-Q_2022-04-28_0001687229-22-000010.htm,INVH
0000051434-25-000074,0000051434,INTERNATIONAL PAPER CO /NEW/,https://www.sec.gov/Archives/edgar/data/51434/000005143425000074/ip-20250930.htm,2025-11-06,ip-20250930.htm,sec_10q\IP\INTERNATIONAL PAPER CO _NEW_\2025_10-Q_2025-11-06_0000051434-25-000074.htm,IP
0000051434-25-000048,0000051434,INTERNATIONAL PAPER CO /NEW/,https://www.sec.gov/Archives/edgar/data/51434/000005143425000048/ip-20250630.htm,2025-08-07,ip-20250630.htm,sec_10q\IP\INTERNATIONAL PAPER CO _NEW_\2025_10-Q_2025-08-07_0000051434-25-000048.htm,IP
0000051434-25-000025,0000051434,INTERNATIONAL PAPER CO /NEW/,https://www.sec.gov/Archives/edgar/data/51434/000005143425000025/ip-20250331.htm,2025-05-07,ip-20250331.htm,sec_10q\IP\INTERNATIONAL PAPER CO _NEW_\2025_10-Q_2025-05-07_0000051434-25-000025.htm,IP
0000051434-24-000067,0000051434,INTERNATIONAL PAPER CO /NEW/,https://www.sec.gov/Archives/edgar/data/51434/000005143424000067/ip-20240930.htm,2024-11-01,ip-20240930.htm,sec_10q\IP\INTERNATIONAL PAPER CO _NEW_\2024_10-Q_2024-11-01_0000051434-24-000067.htm,IP
0000051434-24-000053,0000051434,INTERNATIONAL PAPER CO /NEW/,https://www.sec.gov/Archives/edgar/data/51434/000005143424000053/ip-20240630.htm,2024-07-26,ip-20240630.htm,sec_10q\IP\INTERNATIONAL PAPER CO _NEW_\2024_10-Q_2024-07-26_0000051434-24-000053.htm,IP
0000051434-24-000034,0000051434,INTERNATIONAL PAPER CO /NEW/,https://www.sec.gov/Archives/edgar/data/51434/000005143424000034/ip-20240331.htm,2024-04-26,ip-20240331.htm,sec_10q\IP\INTERNATIONAL PAPER CO _NEW_\2024_10-Q_2024-04-26_0000051434-24-000034.htm,IP
0000051434-23-000053,0000051434,INTERNATIONAL PAPER CO /NEW/,https://www.sec.gov/Archives/edgar/data/51434/000005143423000053/ip-20230930.htm,2023-10-27,ip-20230930.htm,sec_10q\IP\INTERNATIONAL PAPER CO _NEW_\2023_10-Q_2023-10-27_0000051434-23-000053.htm,IP
0000051434-23-000042,0000051434,INTERNATIONAL PAPER CO /NEW/,https://www.sec.gov/Archives/edgar/data/51434/000005143423000042/ip-20230630.htm,2023-07-28,ip-20230630.htm,sec_10q\IP\INTERNATIONAL PAPER CO _NEW_\2023_10-Q_2023-07-28_0000051434-23-000042.htm,IP
0000051434-23-000022,0000051434,INTERNATIONAL PAPER CO /NEW/,https://www.sec.gov/Archives/edgar/data/51434/000005143423000022/ip-20230331.htm,2023-04-28,ip-20230331.htm,sec_10q\IP\INTERNATIONAL PAPER CO _NEW_\2023_10-Q_2023-04-28_0000051434-23-000022.htm,IP
0000051434-22-000052,0000051434,INTERNATIONAL PAPER CO /NEW/,https://www.sec.gov/Archives/edgar/data/51434/000005143422000052/ip-20220930.htm,2022-10-28,ip-20220930.htm,sec_10q\IP\INTERNATIONAL PAPER CO _NEW_\2022_10-Q_2022-10-28_0000051434-22-000052.htm,IP
0000051434-22-000040,0000051434,INTERNATIONAL PAPER CO /NEW/,https://www.sec.gov/Archives/edgar/data/51434/000005143422000040/ip-20220630.htm,2022-07-29,ip-20220630.htm,sec_10q\IP\INTERNATIONAL PAPER CO _NEW_\2022_10-Q_2022-07-29_0000051434-22-000040.htm,IP
0000051434-22-000025,0000051434,INTERNATIONAL PAPER CO /NEW/,https://www.sec.gov/Archives/edgar/data/51434/000005143422000025/ip-20220331.htm,2022-04-29,ip-20220331.htm,sec_10q\IP\INTERNATIONAL PAPER CO _NEW_\2022_10-Q_2022-04-29_0000051434-22-000025.htm,IP
0001628280-25-046794,0001478242,IQVIA HOLDINGS INC.,https://www.sec.gov/Archives/edgar/data/1478242/000162828025046794/iqv-20250930.htm,2025-10-28,iqv-20250930.htm,sec_10q\IQV\IQVIA HOLDINGS INC.\2025_10-Q_2025-10-28_0001628280-25-046794.htm,IQV
0001478242-25-000106,0001478242,IQVIA HOLDINGS INC.,https://www.sec.gov/Archives/edgar/data/1478242/000147824225000106/iqv-20250630.htm,2025-07-22,iqv-20250630.htm,sec_10q\IQV\IQVIA HOLDINGS INC.\2025_10-Q_2025-07-22_0001478242-25-000106.htm,IQV
0001478242-25-000087,0001478242,IQVIA HOLDINGS INC.,https://www.sec.gov/Archives/edgar/data/1478242/000147824225000087/iqv-20250331.htm,2025-05-06,iqv-20250331.htm,sec_10q\IQV\IQVIA HOLDINGS INC.\2025_10-Q_2025-05-06_0001478242-25-000087.htm,IQV
0001478242-24-000117,0001478242,IQVIA HOLDINGS INC.,https://www.sec.gov/Archives/edgar/data/1478242/000147824224000117/iqv-20240930.htm,2024-10-31,iqv-20240930.htm,sec_10q\IQV\IQVIA HOLDINGS INC.\2024_10-Q_2024-10-31_0001478242-24-000117.htm,IQV
0001478242-24-000097,0001478242,IQVIA HOLDINGS INC.,https://www.sec.gov/Archives/edgar/data/1478242/000147824224000097/iqv-20240630.htm,2024-07-22,iqv-20240630.htm,sec_10q\IQV\IQVIA HOLDINGS INC.\2024_10-Q_2024-07-22_0001478242-24-000097.htm,IQV
0001478242-24-000068,0001478242,IQVIA HOLDINGS INC.,https://www.sec.gov/Archives/edgar/data/1478242/000147824224000068/iqv-20240331.htm,2024-05-02,iqv-20240331.htm,sec_10q\IQV\IQVIA HOLDINGS INC.\2024_10-Q_2024-05-02_0001478242-24-000068.htm,IQV
0001478242-23-000101,0001478242,IQVIA HOLDINGS INC.,https://www.sec.gov/Archives/edgar/data/1478242/000147824223000101/iqv-20230930.htm,2023-11-01,iqv-20230930.htm,sec_10q\IQV\IQVIA HOLDINGS INC.\2023_10-Q_2023-11-01_0001478242-23-000101.htm,IQV
0001478242-23-000086,0001478242,IQVIA HOLDINGS INC.,https://www.sec.gov/Archives/edgar/data/1478242/000147824223000086/iqv-20230630.htm,2023-08-01,iqv-20230630.htm,sec_10q\IQV\IQVIA HOLDINGS INC.\2023_10-Q_2023-08-01_0001478242-23-000086.htm,IQV
0001478242-23-000061,0001478242,IQVIA HOLDINGS INC.,https://www.sec.gov/Archives/edgar/data/1478242/000147824223000061/iqv-20230331.htm,2023-04-28,iqv-20230331.htm,sec_10q\IQV\IQVIA HOLDINGS INC.\2023_10-Q_2023-04-28_0001478242-23-000061.htm,IQV
0001478242-22-000101,0001478242,IQVIA HOLDINGS INC.,https://www.sec.gov/Archives/edgar/data/1478242/000147824222000101/iqv-20220930.htm,2022-10-27,iqv-20220930.htm,sec_10q\IQV\IQVIA HOLDINGS INC.\2022_10-Q_2022-10-27_0001478242-22-000101.htm,IQV
0001478242-22-000084,0001478242,IQVIA HOLDINGS INC.,https://www.sec.gov/Archives/edgar/data/1478242/000147824222000084/iqv-20220630.htm,2022-07-22,iqv-20220630.htm,sec_10q\IQV\IQVIA HOLDINGS INC.\2022_10-Q_2022-07-22_0001478242-22-000084.htm,IQV
0001478242-22-000064,0001478242,IQVIA HOLDINGS INC.,https://www.sec.gov/Archives/edgar/data/1478242/000147824222000064/iqv-20220331.htm,2022-04-28,iqv-20220331.htm,sec_10q\IQV\IQVIA HOLDINGS INC.\2022_10-Q_2022-04-28_0001478242-22-000064.htm,IQV
0001628280-25-047838,0001699150,Ingersoll Rand Inc.,https://www.sec.gov/Archives/edgar/data/1699150/000162828025047838/iri-20250930.htm,2025-10-31,iri-20250930.htm,sec_10q\IR\Ingersoll Rand Inc.\2025_10-Q_2025-10-31_0001628280-25-047838.htm,IR
0001628280-25-037049,0001699150,Ingersoll Rand Inc.,https://www.sec.gov/Archives/edgar/data/1699150/000162828025037049/iri-20250630.htm,2025-07-31,iri-20250630.htm,sec_10q\IR\Ingersoll Rand Inc.\2025_10-Q_2025-07-31_0001628280-25-037049.htm,IR
0001628280-25-021883,0001699150,Ingersoll Rand Inc.,https://www.sec.gov/Archives/edgar/data/1699150/000162828025021883/iri-20250331.htm,2025-05-02,iri-20250331.htm,sec_10q\IR\Ingersoll Rand Inc.\2025_10-Q_2025-05-02_0001628280-25-021883.htm,IR
0001628280-24-044749,0001699150,Ingersoll Rand Inc.,https://www.sec.gov/Archives/edgar/data/1699150/000162828024044749/iri-20240930.htm,2024-11-01,iri-20240930.htm,sec_10q\IR\Ingersoll Rand Inc.\2024_10-Q_2024-11-01_0001628280-24-044749.htm,IR
0001628280-24-034400,0001699150,Ingersoll Rand Inc.,https://www.sec.gov/Archives/edgar/data/1699150/000162828024034400/iri-20240630.htm,2024-08-02,iri-20240630.htm,sec_10q\IR\Ingersoll Rand Inc.\2024_10-Q_2024-08-02_0001628280-24-034400.htm,IR
0001628280-24-020267,0001699150,Ingersoll Rand Inc.,https://www.sec.gov/Archives/edgar/data/1699150/000162828024020267/iri-20240331.htm,2024-05-03,iri-20240331.htm,sec_10q\IR\Ingersoll Rand Inc.\2024_10-Q_2024-05-03_0001628280-24-020267.htm,IR
0001628280-23-036698,0001699150,Ingersoll Rand Inc.,https://www.sec.gov/Archives/edgar/data/1699150/000162828023036698/iri-20230930.htm,2023-11-03,iri-20230930.htm,sec_10q\IR\Ingersoll Rand Inc.\2023_10-Q_2023-11-03_0001628280-23-036698.htm,IR
0001628280-23-027540,0001699150,Ingersoll Rand Inc.,https://www.sec.gov/Archives/edgar/data/1699150/000162828023027540/iri-20230630.htm,2023-08-04,iri-20230630.htm,sec_10q\IR\Ingersoll Rand Inc.\2023_10-Q_2023-08-04_0001628280-23-027540.htm,IR
0001628280-23-016124,0001699150,Ingersoll Rand Inc.,https://www.sec.gov/Archives/edgar/data/1699150/000162828023016124/iri-20230331.htm,2023-05-05,iri-20230331.htm,sec_10q\IR\Ingersoll Rand Inc.\2023_10-Q_2023-05-05_0001628280-23-016124.htm,IR
0001628280-22-028451,0001699150,Ingersoll Rand Inc.,https://www.sec.gov/Archives/edgar/data/1699150/000162828022028451/iri-20220930.htm,2022-11-04,iri-20220930.htm,sec_10q\IR\Ingersoll Rand Inc.\2022_10-Q_2022-11-04_0001628280-22-028451.htm,IR
0001628280-22-021363,0001699150,Ingersoll Rand Inc.,https://www.sec.gov/Archives/edgar/data/1699150/000162828022021363/iri-20220630.htm,2022-08-05,iri-20220630.htm,sec_10q\IR\Ingersoll Rand Inc.\2022_10-Q_2022-08-05_0001628280-22-021363.htm,IR
0001628280-22-013032,0001699150,Ingersoll Rand Inc.,https://www.sec.gov/Archives/edgar/data/1699150/000162828022013032/iri-20220331.htm,2022-05-06,iri-20220331.htm,sec_10q\IR\Ingersoll Rand Inc.\2022_10-Q_2022-05-06_0001628280-22-013032.htm,IR
0001020569-25-000206,0001020569,IRON MOUNTAIN INC,https://www.sec.gov/Archives/edgar/data/1020569/000102056925000206/irm-20250930.htm,2025-11-05,irm-20250930.htm,sec_10q\IRM\IRON MOUNTAIN INC\2025_10-Q_2025-11-05_0001020569-25-000206.htm,IRM
0001020569-25-000176,0001020569,IRON MOUNTAIN INC,https://www.sec.gov/Archives/edgar/data/1020569/000102056925000176/irm-20250630.htm,2025-08-06,irm-20250630.htm,sec_10q\IRM\IRON MOUNTAIN INC\2025_10-Q_2025-08-06_0001020569-25-000176.htm,IRM
0001020569-25-000110,0001020569,IRON MOUNTAIN INC,https://www.sec.gov/Archives/edgar/data/1020569/000102056925000110/irm-20250331.htm,2025-05-01,irm-20250331.htm,sec_10q\IRM\IRON MOUNTAIN INC\2025_10-Q_2025-05-01_0001020569-25-000110.htm,IRM
0001020569-24-000255,0001020569,IRON MOUNTAIN INC,https://www.sec.gov/Archives/edgar/data/1020569/000102056924000255/irm-20240930.htm,2024-11-06,irm-20240930.htm,sec_10q\IRM\IRON MOUNTAIN INC\2024_10-Q_2024-11-06_0001020569-24-000255.htm,IRM
0001020569-24-000210,0001020569,IRON MOUNTAIN INC,https://www.sec.gov/Archives/edgar/data/1020569/000102056924000210/irm-20240630.htm,2024-08-01,irm-20240630.htm,sec_10q\IRM\IRON MOUNTAIN INC\2024_10-Q_2024-08-01_0001020569-24-000210.htm,IRM
0001020569-24-000128,0001020569,IRON MOUNTAIN INC,https://www.sec.gov/Archives/edgar/data/1020569/000102056924000128/irm-20240331.htm,2024-05-02,irm-20240331.htm,sec_10q\IRM\IRON MOUNTAIN INC\2024_10-Q_2024-05-02_0001020569-24-000128.htm,IRM
0001020569-23-000214,0001020569,IRON MOUNTAIN INC,https://www.sec.gov/Archives/edgar/data/1020569/000102056923000214/irm-20230930.htm,2023-11-02,irm-20230930.htm,sec_10q\IRM\IRON MOUNTAIN INC\2023_10-Q_2023-11-02_0001020569-23-000214.htm,IRM
0001020569-23-000169,0001020569,IRON MOUNTAIN INC,https://www.sec.gov/Archives/edgar/data/1020569/000102056923000169/irm-20230630.htm,2023-08-03,irm-20230630.htm,sec_10q\IRM\IRON MOUNTAIN INC\2023_10-Q_2023-08-03_0001020569-23-000169.htm,IRM
0001020569-23-000108,0001020569,IRON MOUNTAIN INC,https://www.sec.gov/Archives/edgar/data/1020569/000102056923000108/irm-20230331.htm,2023-05-04,irm-20230331.htm,sec_10q\IRM\IRON MOUNTAIN INC\2023_10-Q_2023-05-04_0001020569-23-000108.htm,IRM
0001020569-22-000210,0001020569,IRON MOUNTAIN INC,https://www.sec.gov/Archives/edgar/data/1020569/000102056922000210/irm-20220930.htm,2022-11-03,irm-20220930.htm,sec_10q\IRM\IRON MOUNTAIN INC\2022_10-Q_2022-11-03_0001020569-22-000210.htm,IRM
0001020569-22-000171,0001020569,IRON MOUNTAIN INC,https://www.sec.gov/Archives/edgar/data/1020569/000102056922000171/irm-20220630.htm,2022-08-04,irm-20220630.htm,sec_10q\IRM\IRON MOUNTAIN INC\2022_10-Q_2022-08-04_0001020569-22-000171.htm,IRM
0001020569-22-000110,0001020569,IRON MOUNTAIN INC,https://www.sec.gov/Archives/edgar/data/1020569/000102056922000110/irm-20220331.htm,2022-04-28,irm-20220331.htm,sec_10q\IRM\IRON MOUNTAIN INC\2022_10-Q_2022-04-28_0001020569-22-000110.htm,IRM
0000749251-25-000082,0000749251,GARTNER INC,https://www.sec.gov/Archives/edgar/data/749251/000074925125000082/it-20250930.htm,2025-11-04,it-20250930.htm,sec_10q\IT\GARTNER INC\2025_10-Q_2025-11-04_0000749251-25-000082.htm,IT
0000749251-25-000046,0000749251,GARTNER INC,https://www.sec.gov/Archives/edgar/data/749251/000074925125000046/it-20250630.htm,2025-08-05,it-20250630.htm,sec_10q\IT\GARTNER INC\2025_10-Q_2025-08-05_0000749251-25-000046.htm,IT
0000749251-25-000028,0000749251,GARTNER INC,https://www.sec.gov/Archives/edgar/data/749251/000074925125000028/it-20250331.htm,2025-05-06,it-20250331.htm,sec_10q\IT\GARTNER INC\2025_10-Q_2025-05-06_0000749251-25-000028.htm,IT
0000749251-24-000041,0000749251,GARTNER INC,https://www.sec.gov/Archives/edgar/data/749251/000074925124000041/it-20240930.htm,2024-11-05,it-20240930.htm,sec_10q\IT\GARTNER INC\2024_10-Q_2024-11-05_0000749251-24-000041.htm,IT
0000749251-24-000035,0000749251,GARTNER INC,https://www.sec.gov/Archives/edgar/data/749251/000074925124000035/it-20240630.htm,2024-07-30,it-20240630.htm,sec_10q\IT\GARTNER INC\2024_10-Q_2024-07-30_0000749251-24-000035.htm,IT
0000749251-24-000024,0000749251,GARTNER INC,https://www.sec.gov/Archives/edgar/data/749251/000074925124000024/it-20240331.htm,2024-04-30,it-20240331.htm,sec_10q\IT\GARTNER INC\2024_10-Q_2024-04-30_0000749251-24-000024.htm,IT
0000749251-23-000052,0000749251,GARTNER INC,https://www.sec.gov/Archives/edgar/data/749251/000074925123000052/it-20230930.htm,2023-11-03,it-20230930.htm,sec_10q\IT\GARTNER INC\2023_10-Q_2023-11-03_0000749251-23-000052.htm,IT
0000749251-23-000039,0000749251,GARTNER INC,https://www.sec.gov/Archives/edgar/data/749251/000074925123000039/it-20230630.htm,2023-08-01,it-20230630.htm,sec_10q\IT\GARTNER INC\2023_10-Q_2023-08-01_0000749251-23-000039.htm,IT
0000749251-23-000021,0000749251,GARTNER INC,https://www.sec.gov/Archives/edgar/data/749251/000074925123000021/it-20230331.htm,2023-05-02,it-20230331.htm,sec_10q\IT\GARTNER INC\2023_10-Q_2023-05-02_0000749251-23-000021.htm,IT
0000749251-22-000035,0000749251,GARTNER INC,https://www.sec.gov/Archives/edgar/data/749251/000074925122000035/it-20220930.htm,2022-11-01,it-20220930.htm,sec_10q\IT\GARTNER INC\2022_10-Q_2022-11-01_0000749251-22-000035.htm,IT
0000749251-22-000029,0000749251,GARTNER INC,https://www.sec.gov/Archives/edgar/data/749251/000074925122000029/it-20220630.htm,2022-08-02,it-20220630.htm,sec_10q\IT\GARTNER INC\2022_10-Q_2022-08-02_0000749251-22-000029.htm,IT
